ID,type,address,city,postcode,lat,lon,rentNet,rentGross,livingSpace,arePetsAllowed,hasFlatSharingCommunity,isUnderRoof,CHF/m2,title,numberOfRooms,floor,yearBuilt,isNewBuilding,yearLastRenovated,hasGarage,hasParking,hasRamp,isWheelchairAccessible,isOldBuilding,hasSwimmingPool,hasFireplace,isCornerHouse,isMiddleHouse,hasGardenShed,hasLiftingPlatform,hasBalcony,hasCableTv,isGroundFloorRaised,hasNiceView,hasConnectedBuildingLand,hasElevator,isChildFriendly,distanceHighSchool,distanceKindergarten,distancePrimarySchool,distanceMotorway,distancePublicTransport,personId,additionalCosts,additionalCosts/m2,canton
4000906965,"HOUSE, SINGLE_HOUSE",Alterstrasse 4,Filzbach,8757,47.120461781979,9.131932311604,1920.0,1980.0,82.0,,,,24.15,3-Zimmer Einfamilienhaus inkl. Garage ? NEUBAU,3.0,,2024.0,True,,,,,,,,,,,,,,,,,,,,,,,,,2268787,60.0,0.7317073170731707,GL
4000997183,"APARTMENT, STUDIO",Hauptstr. 30 (Nord),Döttingen,5312,47.570971781977,8.256332311603,750.0,915.0,45.0,True,,,20.33,Zentrale Studio-Wohnung!,1.0,-1.0,2009.0,True,,True,,,,,,,,,,,,True,,,,True,True,800.0,700.0,700.0,,170.0,679,165.0,3.6666666666666665,AG
4001099145,"APARTMENT, FLAT",Falmenstrasse 2d,Uster,8610,47.352411781975,8.718372311603,1970.0,2270.0,88.0,True,,,25.8,Schöne Wohnung an sehr zentraler Lage,3.5,2.0,2012.0,True,,True,True,,,,,,,,,,,True,,,,,True,,,,,,679,300.0,3.409090909090909,ZH
4001028409,"APARTMENT, DUPLEX",Am Mattenhof 2b,Kriens,6010,47.028211781976,8.301092311606,2150.0,2490.0,117.0,True,,,21.28,Wohnen im MATTEO - Moderne Maisonette-Wohnung mit viel Platz!,3.5,4.0,2018.0,True,,,,,,,,,,,,,,True,,,,,True,,,,,,679,340.0,2.905982905982906,NW
4000888461,APARTMENT,Dorfstrasse 31,Benzenschwil,5636,47.247751781976,8.365612311601,2015.0,2300.0,94.0,False,False,,24.47,ERSTVERMIETUNG: Lebensqualität für die ganze Familie!,4.5,,2024.0,True,,True,False,,False,,False,False,,,,,True,True,True,True,,True,True,,,,,,1743533,285.0,3.0319148936170213,AG
4001110210,"APARTMENT, FLAT",Preyenstr. 21,Wetzikon ZH,8623,47.329231781971,8.820222311602,1903.0,2133.0,86.0,True,,,24.8,Schöne Familienwohnung mit Sitzplatz,4.5,0.0,1975.0,True,2019.0,True,,,,,,,True,,,,,True,,True,,,True,,,,,,679,230.0,2.6744186046511627,ZH
4001075108,SINGLE_HOUSE,Beggingerstrasse 102,Schleitheim,8226,47.756621781978,8.496052311601,2700.0,2800.0,,False,False,False,,Neubau/Erstbezug Reihen-Einfamilienhaus 6.5-Zimmer,6.5,0.0,,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,561235,100.0,,SH
4000255237,"APARTMENT, LOFT",alte Spinnerei 16,Murg,8877,47.112021781971,9.217332311603,2140.0,2500.0,155.0,,,,16.13,grosszügiges Loft mit Terrasse auf dem Dach und Blick auf den Walensee,2.5,5.0,,True,,True,True,,,,,,,,,,True,,,True,,,,3000.0,300.0,200.0,2500.0,200.0,2165333,360.0,2.3225806451612905,SG
4000871597,"APARTMENT, FLAT","Allmannstrasse 55, 8052 Zürich",Zürich,8052,47.423281781972,8.542262311602,3200.0,3405.0,88.0,,,,38.69,Attraktive Attikawohnung - Neubauprojekt «Allmann55»,3.5,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,2229584,205.0,2.3295454545454546,ZH
4001075539,"APARTMENT, FLAT",Unterer Rolliring 20,Hägendorf,4614,47.333671781978,7.837252311601,2340.0,2615.0,122.0,True,,,21.43,Erstvermietung 4 1/2 Zimmer im Erdgeschoss an sonniger Lage,4.5,0.0,2024.0,True,,True,True,,True,,,,,,,,True,True,,True,,True,True,,,,,,1684494,275.0,2.2540983606557377,SO
4000997583,APARTMENT,Winzerhalde 109,Zürich,8049,47.403501781976,8.482902311606,2365.0,2535.0,,True,False,False,,Wohnen direkt an der Limmat!,2.5,3.0,2016.0,True,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,,,,,,381085,170.0,,ZH
3003501977,"APARTMENT, FLAT",Hauptstr. 2,Biberist,4562,47.181611781971,7.557832311609,1420.0,1590.0,72.0,True,,,22.08,ERSTVERMIETUNG - IM HERZEN VON BIBERIST - ST. URS,2.5,3.0,,True,,,True,,True,,,,,,,,True,True,,True,,True,True,,,,,,232349,170.0,2.361111111111111,SO
4001133144,"APARTMENT, DUPLEX",Untere Kräzern 2b,St. Gallen,9015,47.406931781974,9.320232311606,1870.0,2130.0,125.0,True,,,17.04,Moderne Maisonette-Wohnung am Stadtrand,4.5,0.0,2010.0,True,,True,,,,,,,,,,,True,True,,,,,True,,,500.0,,30.0,679,260.0,2.08,SG
4001098917,"APARTMENT, FLAT",Holderstrasse 12,Basel,4057,47.576141781974,7.589642311605,1050.0,1210.0,38.0,True,,,31.84,Hochwertig sanierte Wohnung nähe Wiesenplatz,1.5,2.0,,True,2021.0,True,True,,False,,False,False,,,,,True,True,,True,,True,True,,,,,,577788,160.0,4.2105263157894735,BS
4001132630,"APARTMENT, FLAT",Avenue Veillon 3,Aigle,1860,46.317161781976,6.973412311604,1450.0,1590.0,60.0,,,,26.5,NOUVELLE CONSTRUCTION - Logement neuf de 2.5 pièces au rez-de-chaussée,2.5,0.0,2024.0,True,,,True,,True,,,,,,,,True,,,True,,True,,,,,,,1743456,140.0,2.3333333333333335,VD
4001122447,"APARTMENT, FLAT",Wiggerweg 10,Strengelbach,4802,47.282801781974,7.934752311601,1795.0,2095.0,112.0,True,,,18.71,Ihr neues Zuhause!,4.5,0.0,2015.0,True,,True,,,,,,,,,,,,True,,,,True,True,800.0,240.0,600.0,,240.0,679,300.0,2.6785714285714284,AG
4001010764,"APARTMENT, FLAT","Rorschacherstrasse 120, 9000 St. Gallen",St. Gallen,9000,47.424561781974,9.374892311604,1850.0,2100.0,103.0,,,,20.39,3.5 Zimmerwohnung in St. Gallen,3.5,1.0,,True,,,,,,,,,,,,,True,,,,,True,True,,,,,,5011662,250.0,2.4271844660194173,SG
4001146455,"APARTMENT, FLAT",Alte Bernstrasse 43,Lohn-Ammannsegg,4573,47.170701781971,7.530602311605,1600.0,1760.0,83.0,,,,21.2,Moderne Wohnung an schöner Lage,3.5,1.0,2019.0,True,,True,True,,True,,,,,,,,True,,,True,,True,True,,,,,,24000000854952,160.0,1.927710843373494,SO
3001180961,"APARTMENT, FLAT",Bernstrasse Ost 52,Suhr,5034,47.372881781978,8.082132311602,990.0,1140.0,26.0,,,,43.85,Möblierte 1-Zimmer-Wohnung im Zentrum von Suhr,1.0,2.0,2017.0,True,,True,,,True,,,,,,,,,True,,,,True,,,,,3000.0,100.0,1684494,150.0,5.769230769230769,AG
4000996796,"APARTMENT, FLAT",Mülhauserstr. 146,Basel,4056,47.566271781971,7.575232311601,1475.0,1637.0,60.0,,,,27.28,Stilechte Altbauwohnung 1936 im St. Johann,2.0,1.0,1936.0,True,,,,,,True,,,,,,,True,True,,True,,,,,,,,5.0,416726,162.0,2.7,BS
4000931798,"APARTMENT, FLAT",Avenue des Collèges 7,Pully,1009,46.510771781974,6.657352311606,4890.0,5240.0,110.0,,,,47.64,NEUF : Vue sur le lac au centre de Pully,4.5,2.0,2023.0,True,,,,,,,,,,,,,True,,,True,,,,,,,,,897230,350.0,3.1818181818181817,VD
3003500636,"APARTMENT, FLAT",Via Ligornetto 19,Stabio,6854,45.857071781971,8.941482311601,1200.0,1300.0,57.0,,,,22.81,Affittasi ultimi appartamenti 2.5 locali,2.5,,2023.0,True,,True,True,,True,,,,,,,,True,,,True,,True,True,,,,,,240000001207501,100.0,1.7543859649122806,TI
4001100927,"APARTMENT, FLAT",Sternenstr. 2,Romanshorn,8590,47.566161781977,9.378192311604,1510.0,1740.0,86.0,,,,20.23,Wohnen mit Bahnanschluss - am See,3.5,1.0,2017.0,True,,True,,,True,,,,,True,,,True,True,,True,True,True,True,600.0,600.0,300.0,,50.0,679,230.0,2.6744186046511627,TG
4001075866,"APARTMENT, FLAT",Avenue de Lucens 13,Moudon,1510,46.672451781974,6.804292311601,2190.0,2485.0,93.0,,,,26.72,NEUF : Appartement de 4.5p au coeur de Moudon - UN MOIS DE PARKING OFFERT,4.5,1.0,2024.0,True,,,,,,,,,,,,,True,,,,,,,,,,,,897230,295.0,3.172043010752688,VD
4000475311,"HOUSE, ROW_HOUSE",Derrière-chez-Brun,Domdidier,1564,46.865071781971,7.007092311606,2300.0,2470.0,102.0,,,,24.22,Maison contiguë à Domdidier,4.5,,2024.0,True,,,True,,,,,,,,,,True,,,,,,True,,,,,,240000001259619,170.0,1.6666666666666667,VD
4000906608,"APARTMENT, FLAT",Steinweg 20,Lyss,3250,47.078191781975,7.303992311602,1600.0,1845.0,93.0,True,,,19.84,Hier fühlen Sie sich wohl - Leben im Lyssbachpark,3.5,2.0,2011.0,True,,True,,True,True,,,,,,,,True,True,,,,True,True,500.0,500.0,500.0,,100.0,679,245.0,2.6344086021505375,BE
4001133240,"HOUSE, BIFAMILIAR_HOUSE",Willikonerstrasse 4,Oetwil am See,8618,47.270211781975,8.720422311602,3025.0,3025.0,113.0,,,,26.77,Ein Haus der besonderen Art,5.5,,2015.0,True,,True,True,,,,,True,,,,,True,True,,True,,,,50.0,50.0,,,20.0,5023595,0.0,0.0,ZH
4000672065,"APARTMENT, FLAT",Höslistrasse 8,Bubikon,8608,47.273771781971,8.823462311609,2221.0,2461.0,,True,,,,3.5 Zimmerwohnung  - Bachtelblick Bubikon,3.5,1.0,2022.0,True,,True,,,True,,,,,,,,True,True,,True,,True,True,,,,,,255561,240.0,,ZH
4001123028,"APARTMENT, FLAT",Kalkbreitestrasse 41,Zürich,8003,47.373331781975,8.519422311607,3480.0,3710.0,60.0,,,,61.83,Spacious modern furnished 1-bedroom apartment with balcony and weekly cleaning service for rent,2.5,4.0,,True,,,True,,,,,,,,,,True,True,,True,,True,,,,,,50.0,448685,230.0,3.8333333333333335,ZH
4001133464,"APARTMENT, FLAT",Dammstrasse / Fabrikgasse,Horgen,8810,47.259671781979,8.587972311602,1770.0,1950.0,55.0,,,,35.45,"Grosse, hohe Neubau-Loft-Studios in denkmalgeschützter Fabrik",1.5,5.0,2024.0,True,,,,,,,,,,,,,,,,,,True,,,,,,,276065,180.0,3.272727272727273,ZH
4000441910,"APARTMENT, FLAT",Mühlegasse 12,Rohrbach,4938,47.136031781976,7.811652311609,1400.0,1650.0,115.0,,,,14.35,Moderne 4.5 Zimmerwohnung,4.5,1.0,2019.0,True,,,True,,True,,,,,,,,True,,,,,True,,,,,,,2130684,250.0,2.1739130434782608,BE
4001111899,APARTMENT,Burgstrasse 8,Herzogenbuchsee,3360,47.192881781977,7.710272311601,1300.0,1450.0,,False,False,,,Neu erstellte 2.5-Zimmer-Dachwohnung in herrlicher Villa in Herzogenbuchsee,2.5,2.0,2024.0,True,2024.0,True,True,,False,,False,False,,,,,True,False,False,True,,False,,,,,,,85123,150.0,,BE
4001010785,"APARTMENT, FLAT","Grossackerstrasse 1, 9000 St. Gallen",St. Gallen,9000,47.424561781974,9.374892311604,1620.0,1810.0,78.0,,,True,23.21,2.5 Zimmerwohnung in St. Gallen,2.5,6.0,,True,,,,,,,,,,,,,True,,,True,,True,,,,,,,5011662,190.0,2.4358974358974357,SG
4001099156,"APARTMENT, FLAT",Käferholzstrasse 52,Zürich,8057,47.402311781977,8.531102311608,3210.0,3500.0,100.0,,,,35.0,Modernes Wohnen im Guggachpark,3.5,4.0,,True,,True,,,,,,,,,,,,,,,,,,,,,,200.0,679,290.0,2.9,ZH
4000705837,APARTMENT,Hauptstrasse 115,St. Margrethen SG,9430,47.451571781978,9.634982311609,450.0,500.0,,True,False,,,Hobbyraum,1.0,-1.0,2024.0,True,,False,False,,True,,False,False,,,,,False,False,False,False,,True,False,,,,,,5026438,50.0,,SG
4000929238,"APARTMENT, FLAT",Bahnhofstr. 1b,Romanshorn,8590,47.565821781976,9.378702311601,1400.0,1595.0,62.0,,,,25.73,Wohnen mit Seesicht - Mieten ohne Kaution,2.5,3.0,2017.0,True,,True,,,,,,,,,,,,True,,,,True,True,600.0,600.0,300.0,,50.0,679,195.0,3.1451612903225805,TG
4001132700,"APARTMENT, LOFT",Eigerstrasse 73,Bern,3007,46.939851781978,7.440122311601,2550.0,2760.0,64.0,False,,,43.12,2.5-Zimmer-Loft-Wohnung  im Brückenkopf,2.5,5.0,1971.0,True,2021.0,True,False,,True,,False,False,,,,,True,True,,True,,True,False,,,,,,101128,210.0,3.28125,BE
4001100925,"APARTMENT, FLAT",Rue de l'Europe 66,Bulle,1630,46.624551781979,7.056722311602,1610.0,1850.0,84.0,True,,,22.02,Magnfique logement de 3.5 pièces au centre de la ville de Bulle,3.5,3.0,2017.0,True,,True,True,,,,,,,,,,,True,,,,True,True,300.0,300.0,300.0,,200.0,679,240.0,2.857142857142857,FR
4001101218,APARTMENT,Wright-Strasse 37,Glattpark (Opfikon),8152,47.420131781975,8.559822311602,2580.0,2820.0,,True,False,False,,Geräumige Wohnung mit zwei Balkonen im Glattpark!,3.5,4.0,,True,,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,,,,,,381085,240.0,,ZH
4001110687,"APARTMENT, FLAT",Adolf-Gaudy-Weg 2a,Rorschach,9400,47.474681781979,9.483722311605,1330.0,1460.0,63.0,,,,23.17,moderne 2.5-Zi. Wohnung mit grosszügigem Balkon!,2.5,1.0,2016.0,True,,,True,,,,,,,,,,,True,,True,,True,True,,,,,,620,130.0,2.0634920634920637,SG
3002311435,"APARTMENT, FLAT",Hobelwerkweg 43,Winterthur,8404,47.509281781971,8.763432311601,4300.0,4730.0,214.0,,True,,22.1,Clusterwohnungen,8.5,2.0,2023.0,True,,,,,True,,,,,,,,True,,,,,True,True,,80.0,80.0,,600.0,699062,430.0,2.0093457943925235,ZH
4001111602,APARTMENT,Seftigenstrasse 44,Bern,3007,46.936031781971,7.432682311607,1687.0,1967.0,,True,False,False,,Wohnen an zentraler Lage,3.0,1.0,,True,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,5018063,280.0,,BE
4001134701,"APARTMENT, FLAT",Route du Pas-de-l'Echelle 53,Veyrier,1255,46.173121781977,6.183142311602,5650.0,5800.0,124.0,True,,,46.77,"*Rare à la location* appartement neuf en rez de jardin, vue imprenable, avec terrasse et jardin",5.0,0.0,2022.0,True,,True,True,,True,,False,False,,,,,True,False,,True,,True,True,,,,,,240000001097730,150.0,1.2096774193548387,GE
4001108937,"APARTMENT, FLAT",Frauenfelderstrasse 27,Matzingen,9548,47.521511781972,8.930522311601,1240.0,1370.0,47.0,,,,29.15,ERSTBEZUG - Wohnen an der Murg,2.5,1.0,2024.0,True,,,True,,True,,,,,,,,,,,,,True,,,,,,,620,130.0,2.765957446808511,TG
4001099138,"APARTMENT, FLAT",Amselweg 6,Düdingen,3186,46.851971781979,7.198502311609,1545.0,1705.0,97.0,True,,,17.58,"Helle, grosse 3.5 Zimmerwohnung im Erdgeschoss mit Gartensitzplatz",3.5,0.0,1982.0,True,,True,True,,True,,False,False,,,,,True,True,,True,,True,True,,,,,,4001693,160.0,1.6494845360824741,FR
4001010343,"APARTMENT, FLAT",Heidenlochstr. 98a,Liestal,4410,47.480221781974,7.749812311607,1560.0,1760.0,68.0,True,,,25.88,"""GRAMMET- so wie du bist""",2.5,2.0,,True,,True,,,,,,,,,,,,True,,,,,True,,,,,,679,200.0,2.9411764705882355,BL
4001121720,"APARTMENT, DUPLEX",Sonnenbühlstrasse 10,Höri,8181,47.506131781976,8.510432311606,3300.0,3700.0,151.0,,,,24.5,Erstvermietung - Wohnen mit Aussicht,5.5,2.0,2024.0,True,,True,True,,,,,True,,,,,True,,,True,,True,,,,,,50.0,111510,400.0,2.6490066225165565,ZH
4001010228,"APARTMENT, FLAT",Dornhaldestrasse 35,Heimberg,3627,46.795141781975,7.604732311602,1300.0,1550.0,63.0,False,,,24.6,"2,5-Zimmerwohnung 63 m2",2.5,0.0,,True,2023.0,,True,,False,,False,False,,,,,True,True,,True,,True,False,,,,,,24000000166903,250.0,3.9682539682539684,BE
4000315274,"APARTMENT, BACHELOR_FLAT",Chemin du Lac,Charmey (Gruyère),1637,46.620641781971,7.152862311601,1890.0,2210.0,130.0,,,,17.0,POURQUOI NE PAS ENVISAGER VOTRE RETRAITE DANS CE CADRE EXCEPTIONNEL ?,4.5,3.0,,True,,,True,,True,,,,,,,,True,,,True,,True,,,,,,,49212,320.0,2.4615384615384617,FR
4001135788,"APARTMENT, FLAT",Rue de l'Ancienne Papeterie,Marly,1723,46.778901781973,7.154072311601,1090.0,1165.0,30.0,,,,38.83,Appartement avec encadrement pour sénior de 1.5 pièces au dernier étage avec balcon,1.5,4.0,2024.0,True,,,,,,,,,,,,,True,,,,,True,,,,,,,949321,75.0,2.5,FR
4000908506,"APARTMENT, FLAT",Winterthurerstrasse 83,Zürich,8006,47.390691781976,8.545202311609,5373.0,5693.0,124.0,,,,45.91,Traumwohnung mit Blick über die Stadt Zürich,3.5,4.0,2015.0,True,,True,True,,,,,,,,,,,True,,,,True,,,,,,,14211,320.0,2.5806451612903225,ZH
4001047282,"APARTMENT, FLAT",Käsereistrasse 1,Höchstetten,3429,47.082831781974,7.581672311602,1990.0,2280.0,142.0,True,,,16.06,"Hunde und Katzen..... können hier wohnen, und Ihre Gäste werden staunen..!",2.5,0.0,1905.0,True,2023.0,False,True,,True,,False,True,,,,,True,True,,True,,False,,,,,,,24000000170148,290.0,2.0422535211267605,BE
4001132330,"APARTMENT, FLAT",Bahnweg 10,Schübelbach,8862,47.176061781978,8.939502311608,2310.0,2600.0,114.0,True,,,22.81,Erstvermietung Parco Verde - modern und idyllisch,4.5,1.0,2025.0,True,,,,,True,,,,,,,,True,,,,,True,True,,,,,,2268991,290.0,2.543859649122807,SZ
4001010784,"APARTMENT, FLAT","Grossackerstrasse 1, 9000 St. Gallen",St. Gallen,9000,47.424561781974,9.374892311604,1560.0,1740.0,71.0,,,,24.51,2.5 Zimmerwohnung in St. Gallen,2.5,3.0,,True,,,,,,,,,,,,,True,,,,,True,True,,,,,,5011662,180.0,2.535211267605634,SG
4001099147,"APARTMENT, FLAT",Parkweg 4,Niederrohrdorf,5443,47.425871781979,8.302192311603,1470.0,1705.0,86.0,True,,,19.83,Ihr neues Zuhause im Allegropark,2.5,0.0,2015.0,True,,True,,,,,,,,,,,,True,,,,True,True,1000.0,750.0,1000.0,,60.0,679,235.0,2.7325581395348837,AG
109458925,"APARTMENT, FLAT",Via al Gas 12,Mendrisio,6850,45.871661781971,8.978582311608,770.0,900.0,32.0,True,,,28.12,LOCAZIONE IN COMPLESSO RESIDENZIALE - LOCATION IN RESIDENTIAL COMPLEX,1.5,,2019.0,True,,True,True,,True,,,,,,,,True,,,,,True,True,1500.0,1000.0,1500.0,300.0,1000.0,615770,130.0,4.0625,TI
4001009029,"APARTMENT, DUPLEX",Oberalbis 28,Hausen am Albis,8915,47.239971781974,8.556742311606,3200.0,3550.0,137.0,True,,,25.91,Wohnoase der Extraklasse mit unverbaubarer See- und Alpensicht,3.5,2.0,2020.0,True,,True,True,,,,,,,,,,True,True,,True,,True,True,,,,,,540707,350.0,2.5547445255474455,ZH
4000888539,"APARTMENT, ATTIC_FLAT",Sonnenstr. 29,Visp,3930,46.299971781971,7.870042311601,2112.0,2407.0,105.0,True,,,22.92,Wohnen Sie First Class in Visp,4.5,3.0,2015.0,True,,True,,,,,,,,,,,,True,,,,True,True,1600.0,1800.0,1600.0,,170.0,679,295.0,2.8095238095238093,VS
4000909215,"APARTMENT, FLAT",Heidenlochstrasse 9,Liestal,4410,47.485961781971,7.742352311607,1820.0,2120.0,91.0,,,,23.3,3.5-Zimmer Seniorenwohnung in Liestal,3.5,0.0,2017.0,True,,True,True,,True,,,,,,,,True,True,,True,,True,,,,,,,5019734,300.0,3.2967032967032965,BL
4000996357,"APARTMENT, ATTIC_FLAT",Grabenwies 30,Zürich,8057,47.402681781972,8.537422311608,4110.0,4380.0,,True,False,,,"ERSTVERMIETUNG ""ALLENMOOS""",3.5,4.0,2024.0,True,,True,False,,False,,False,False,,,,,True,True,False,False,,True,True,,,,,,5018108,270.0,,ZH
4001047824,"APARTMENT, FLAT",Route de l'Eglise 36,Misery-Courtion,1721,46.857041781979,7.069842311603,1360.0,1460.0,50.0,,,,29.2,NOUVELLE PROMOTION - APPARTEMENTS 2.5 pièces - MISERY-COURTION,2.5,1.0,2023.0,True,,,True,,,,,,,,,,True,,,True,,,,,,,,,1743409,100.0,2.0,FR
4001012080,"APARTMENT, FLAT",Max Bill Platz 9,Zürich,8050,47.414131781972,8.539422311607,3027.0,3227.0,107.0,True,,,30.16,Attraktive Wohnung an top Wohnlage!,4.0,3.0,2005.0,True,,True,,True,,,,,,,,,True,True,,,,True,True,100.0,100.0,100.0,,50.0,679,200.0,1.8691588785046729,ZH
4001009432,APARTMENT,Stöckackerstrasse 114,Bern,3018,46.942881781977,7.398042311601,1575.0,1780.0,78.0,True,True,,22.82,Grosszügige 3.5 Zimmerwohnungen (78m2),3.5,2.0,,True,2020.0,True,False,,False,,False,False,,,,,True,True,False,True,,True,True,,,,,,4001693,205.0,2.628205128205128,BE
4001028393,"APARTMENT, FLAT",Seestrasse 57 - Villa Silvia,Männedorf,8708,47.255491781971,8.696972311604,2100.0,2340.0,59.0,True,,,39.66,Erstbezug nach Sanierung mit Seeblick,2.5,1.0,1862.0,True,,True,,,,True,,,,,,,,True,,,,,True,1700.0,1000.0,1600.0,,600.0,679,240.0,4.067796610169491,ZH
4001132781,"APARTMENT, FLAT",Ziegeleistrasse 2,Berg TG,8572,47.579041781974,9.166542311601,1650.0,1800.0,96.0,,,,18.75,Ihr neues Zuhause mit Charakter,3.5,,2024.0,True,,,,,True,,,,,,,,True,,,,,True,,,,,,,716315,150.0,1.5625,TG
4000629292,"APARTMENT, FLAT",Herrligweg 9,Zürich,8048,47.389871781976,8.484482311602,2543.0,2703.0,48.0,True,,,56.31,Erfüllen Sie sich Ihren Traum,2.5,,2021.0,True,,,True,,,,,,,,,,,True,,,,True,,,,,,,2192386,160.0,3.3333333333333335,ZH
4000966136,APARTMENT,Poststrasse 19,Biel/Bienne,2504,47.146441781978,7.272542311608,1675.0,1895.0,57.0,False,False,,33.25,EINZIGARTIGES ÖKOLOGISCHES WOHNERLEBNIS,2.5,2.0,2024.0,True,,False,False,,False,,False,False,,,,,True,True,False,True,,True,False,,,,,,5016083,220.0,3.8596491228070176,BE
4000278078,"APARTMENT, ATTIC_FLAT",Dammweg 5,Aarau,5000,47.387471781973,8.038812311606,2540.0,2990.0,119.0,True,,True,25.13,Wohnen mit grosszügiger Terrasse garantiert!,3.5,3.0,2022.0,True,,,True,,,,,,,,,,,True,,,,,,,,,,,679,450.0,3.7815126050420167,AG
4000964673,"APARTMENT, FLAT",,Monteggio,6998,45.997841781971,8.808702311603,1100.0,1280.0,52.0,,,,24.62,Moderno 2.5 locali a Monteggio,2.5,2.0,,True,,True,,,,,,,,,,,,True,,,,True,,,,,,,1700899,180.0,3.4615384615384617,TI
4000495820,"APARTMENT, FLAT",Unterdorfstrasse 4a,Widnau,9443,47.406361781977,9.635812311604,1060.0,1310.0,,,,,,2.5 ZWG mit Balkon,2.5,0.0,1974.0,True,,,,,,,,,,,,,,,,,,,,,,,,,944951,250.0,,SG
4001088258,"APARTMENT, FLAT",Dorf 507,Eggiwil,3537,46.874921781976,7.795812311604,1550.0,1750.0,140.0,,,,12.5,Schöne Wohnung,4.5,1.0,,True,2020.0,False,True,,True,,False,False,,,,,True,False,,False,,True,True,,,,,,24000000855504,200.0,1.4285714285714286,BE
4001028395,"APARTMENT, FLAT",Seestrasse 57 - Villa Silvia,Männedorf,8708,47.255491781971,8.696972311604,2500.0,2815.0,76.0,True,,,37.04,Erstbezug nach Sanierung mit Seeblick,4.5,2.0,1862.0,True,,True,,,,True,,,,,,,,True,,,,,True,1700.0,1000.0,1600.0,,600.0,679,315.0,4.144736842105263,ZH
4000887487,APARTMENT,Baumgartenweg 3,Bubendorf,4416,47.451481781978,7.737772311601,1550.0,1660.0,,False,False,,,Erstbezug 2.5-Zimmer Neubauwohnungen,2.5,,2023.0,True,,True,False,,False,,False,False,,,,,True,False,False,False,,True,False,,,,,,5018046,110.0,,BL
4001110191,"APARTMENT, FLAT",Impasse Vulliama 30,Estavayer-le-Lac,1470,46.787531781976,6.807452311601,2362.0,2712.0,118.0,True,,,22.98,Unique:  Formule Location/Achat,5.5,3.0,2025.0,True,,True,True,,True,,,,,,,,True,True,,True,,True,True,,,,,,5019028,350.0,2.9661016949152543,FR
4001074566,"HOUSE, SINGLE_HOUSE",St. Jakobstrasse 11a,Aesch BL,4147,47.475391781979,7.598052311608,4100.0,4100.0,200.0,True,,,20.5,6-Zimmer Doppel-Einfamilienhaus Nähe ISB,6.0,0.0,,True,,True,,,,,,,True,True,,,True,True,,,,,True,,,,,,713681,0.0,0.0,BL
4001133124,"APARTMENT, FLAT",St. Gallerstrasse 13,Wil SG,9500,47.462921781977,9.051192311605,1406.0,1626.0,71.0,True,,,22.9,Suchen Sie das Besondere...,2.5,0.0,2014.0,True,,True,,,True,,,,,,,,,True,,,,True,True,1800.0,700.0,1000.0,,50.0,679,220.0,3.0985915492957745,TG
3002689360,"APARTMENT, FLAT",Bahnhofstrasse 16b,Aarburg,4663,47.320791781973,7.901392311604,2680.0,3000.0,153.0,True,,,19.61,Wunderschöne Loft-Wohnung zu vermieten,,3.0,2023.0,True,,True,,,,,,,,,,,True,,,True,,True,,,,,1000.0,600.0,85127,320.0,2.0915032679738563,AG
4000888548,"APARTMENT, FLAT",Gerbergasse 13 (Haus C2),Grosshöchstetten,3506,46.905311781978,7.638182311608,1641.0,1881.0,89.0,True,,True,21.13,Traumwohnung gesucht?,3.5,0.0,2013.0,True,,True,,True,,,,,True,,,,,True,,,,True,True,400.0,630.0,426.0,,350.0,679,240.0,2.696629213483146,BE
4000704688,"APARTMENT, ROOF_FLAT",Untereggweg 7,Aesch BL,4147,47.479811781977,7.600552311601,1765.0,1965.0,89.0,True,,,22.08,Grosse 2.5-Attikawohnung im Sonnenpark,2.5,3.0,1996.0,True,,True,,,,,,,,,,,True,True,,,,True,True,1100.0,400.0,800.0,,200.0,679,200.0,2.247191011235955,BL
4001122445,"APARTMENT, FLAT",Zürichstrasse 8,Uster,8610,47.349041781978,8.717552311601,2126.0,2432.0,87.0,,,,27.95,MIETEN OHNE DEPOT - Wohnen im Kern von Uster,3.5,2.0,2018.0,True,,True,,,,,,,,,,,,True,,,,,,200.0,400.0,400.0,,180.0,679,306.0,3.5172413793103448,ZH
4001145970,"APARTMENT, FLAT",Rue de l'Ancienne Papeterie,Marly,1723,46.778901781973,7.154072311601,950.0,1025.0,29.0,,,,35.34,Appartement neuf de 1.5 pièces au dernier étage avec balcon idéal pour étudiant,1.5,5.0,2024.0,True,,,,,,,,,,,,,True,,,,,True,,,,,,,949321,75.0,2.586206896551724,FR
4001043779,"APARTMENT, FLAT",Via Franco Zorzi 4,Paradiso,6900,45.991171781974,8.943162311601,1450.0,1600.0,61.0,True,,,26.23,Appartamento centrale arredato,2.5,7.0,2013.0,True,,True,,,True,,,,,,,,,,,,,True,True,,,,,,1662721708148472,150.0,2.459016393442623,TI
